"No.","Time","Source","Destination","Protocol","Length","Channel frequency","Data rate (Mb/s)","Channel","Channel","Transmitter address","Destination address","Type/Subtype","Info"
"301885","356.653946","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","120","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Probe Request","Probe Request, SN=207, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"301886","356.654871","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","120","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Probe Request","Probe Request, SN=207, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"301887","356.656123","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","120","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Probe Request","Probe Request, SN=207, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"301888","356.656999","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","120","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Probe Request","Probe Request, SN=207, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"301889","356.658276","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","120","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Probe Request","Probe Request, SN=207, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"301993","356.766576","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=208, FN=0, Flags=........C"
"301994","356.767171","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=208, FN=0, Flags=....R...C"
"301995","356.767749","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=208, FN=0, Flags=....R...C"
"301996","356.768291","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=208, FN=0, Flags=....R...C"
"301997","356.768930","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=208, FN=0, Flags=....R...C"
"301998","356.769555","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=208, FN=0, Flags=....R...C"
"301999","356.770195","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=208, FN=0, Flags=....R...C"
"302000","356.770787","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=208, FN=0, Flags=....R...C"
"302001","356.771390","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=208, FN=0, Flags=....R...C"
"302002","356.772015","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=208, FN=0, Flags=....R...C"
"302003","356.772649","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=208, FN=0, Flags=....R...C"
"302004","356.773178","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=208, FN=0, Flags=....R...C"
"302005","356.773713","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=208, FN=0, Flags=....R...C"
"302006","356.774305","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=208, FN=0, Flags=....R...C"
"302007","356.774905","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=208, FN=0, Flags=....R...C"
"302008","356.775484","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=208, FN=0, Flags=....R...C"
"302557","357.365718","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=209, FN=0, Flags=........C"
"302558","357.366353","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=209, FN=0, Flags=....R...C"
"302559","357.366926","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=209, FN=0, Flags=....R...C"
"302560","357.367545","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=209, FN=0, Flags=....R...C"
"302561","357.367929","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=209, FN=0, Flags=....R...C"
"302562","357.368685","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=209, FN=0, Flags=....R...C"
"302563","357.369218","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=209, FN=0, Flags=....R...C"
"302564","357.369730","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=209, FN=0, Flags=....R...C"
"302565","357.370247","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=209, FN=0, Flags=....R...C"
"302566","357.370842","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=209, FN=0, Flags=....R...C"
"302567","357.371456","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=209, FN=0, Flags=....R...C"
"302568","357.372008","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=209, FN=0, Flags=....R...C"
"302569","357.372560","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=209, FN=0, Flags=....R...C"
"302570","357.373201","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=209, FN=0, Flags=....R...C"
"302571","357.373688","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=209, FN=0, Flags=....R...C"
"302572","357.374266","TctMobil_8e:6f:bb","6c:3f:23:e3:70:07","802.11","59","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:07","Authentication","Authentication, SN=209, FN=0, Flags=....R...C"
"304537","359.509503","LgElectr_8b:60:46","6c:3f:23:e3:70:35","802.11","116","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:35","Probe Request","Probe Request, SN=2539, FN=0, Flags=........C, SSID=Jacks_Guest"
"304539","359.511453","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=265, FN=0, Flags=........C, SSID=McDonalds Free WiFi"
"304541","359.513287","LgElectr_8b:60:46","6c:3f:23:e3:70:35","802.11","116","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:35","Probe Request","Probe Request, SN=2539, FN=0, Flags=....R...C, SSID=Jacks_Guest"
"304542","359.514384","LgElectr_8b:60:46","6c:3f:23:e3:70:35","802.11","116","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:35","Probe Request","Probe Request, SN=2539, FN=0, Flags=....R...C, SSID=Jacks_Guest"
"304543","359.515378","LgElectr_8b:60:46","6c:3f:23:e3:70:35","802.11","116","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:35","Probe Request","Probe Request, SN=2539, FN=0, Flags=....R...C, SSID=Jacks_Guest"
"304544","359.517390","LgElectr_8b:60:46","6c:3f:23:e3:70:35","802.11","116","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:35","Probe Request","Probe Request, SN=2539, FN=0, Flags=....R...C, SSID=Jacks_Guest"
"304545","359.518565","LgElectr_8b:60:46","6c:3f:23:e3:70:35","802.11","116","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:35","Probe Request","Probe Request, SN=2539, FN=0, Flags=....R...C, SSID=Jacks_Guest"
"304546","359.519451","LgElectr_8b:60:46","6c:3f:23:e3:70:35","802.11","116","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:35","Probe Request","Probe Request, SN=2539, FN=0, Flags=....R...C, SSID=Jacks_Guest"
"304547","359.520608","LgElectr_8b:60:46","6c:3f:23:e3:70:35","802.11","116","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:35","Probe Request","Probe Request, SN=2539, FN=0, Flags=....R...C, SSID=Jacks_Guest"
"304548","359.521689","LgElectr_8b:60:46","6c:3f:23:e3:70:35","802.11","116","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:35","Probe Request","Probe Request, SN=2539, FN=0, Flags=....R...C, SSID=Jacks_Guest"
"304549","359.522738","LgElectr_8b:60:46","6c:3f:23:e3:70:35","802.11","116","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:35","Probe Request","Probe Request, SN=2539, FN=0, Flags=....R...C, SSID=Jacks_Guest"
"304551","359.525398","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=265, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304552","359.526804","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=265, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304553","359.528141","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=265, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304554","359.529450","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=265, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304555","359.530715","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=265, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304556","359.532089","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=265, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304557","359.533190","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=265, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304558","359.534519","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=265, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304559","359.535750","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=265, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304560","359.537002","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=265, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304561","359.538221","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=265, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304562","359.539636","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=265, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304563","359.540901","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=265, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304564","359.541934","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=265, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304567","359.545638","LgElectr_8b:60:46","6c:3f:23:e3:70:35","802.11","116","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:35","Probe Request","Probe Request, SN=2539, FN=0, Flags=........C, SSID=Jacks_Guest"
"304568","359.546622","LgElectr_8b:60:46","6c:3f:23:e3:70:35","802.11","116","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:35","Probe Request","Probe Request, SN=2539, FN=0, Flags=....R...C, SSID=Jacks_Guest"
"304569","359.547690","LgElectr_8b:60:46","6c:3f:23:e3:70:35","802.11","116","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:35","Probe Request","Probe Request, SN=2539, FN=0, Flags=....R...C, SSID=Jacks_Guest"
"304570","359.548856","LgElectr_8b:60:46","6c:3f:23:e3:70:35","802.11","116","2412","1","1","1","b4:f7:a1:8b:60:46","6c:3f:23:e3:70:35","Probe Request","Probe Request, SN=2539, FN=0, Flags=....R...C, SSID=Jacks_Guest"
"304586","359.565308","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=266, FN=0, Flags=........C, SSID=McDonalds Free WiFi"
"304587","359.566664","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=266, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304588","359.567895","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=266, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304589","359.569053","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=266, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304590","359.570402","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=266, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304591","359.571749","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=266, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304592","359.572918","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=266, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304593","359.574239","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=266, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304594","359.575584","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=266, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304595","359.576838","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=266, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304596","359.578100","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=266, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304597","359.579383","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=266, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304598","359.580556","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=266, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304599","359.581769","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=266, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304600","359.583139","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=266, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304601","359.584358","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=266, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304642","359.626360","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=267, FN=0, Flags=........C, SSID=McDonalds Free WiFi"
"304643","359.627674","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=267, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304644","359.628777","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=267, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304645","359.629998","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=267, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304646","359.631423","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=267, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304647","359.632676","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=267, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304648","359.633894","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=267, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304649","359.635107","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=267, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304650","359.636277","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=267, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304651","359.637575","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=267, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304652","359.639025","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=267, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304653","359.640314","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=267, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304654","359.641505","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=267, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304655","359.642756","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=267, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
"304656","359.644074","TctMobil_8e:6f:bb","6c:3f:23:e3:70:38","802.11","148","2412","1","1","1","9c:4f:cf:8e:6f:bb","6c:3f:23:e3:70:38","Probe Request","Probe Request, SN=267, FN=0, Flags=....R...C, SSID=McDonalds Free WiFi"
